title;snippet
Electricity Grid Is Tougher Than You Think;"Regarding Joe Colangelo's ""A Devastating Threat We're Not Ready For"" (op-ed, June 13) and the letters of June 20 in response: Mr. Colangelo claims the U.S. electricity grid can't withstand an electromagnetic pulse (EMP) disturbance.

Professionals across the electric-power industry disagree. As an industry, we are working together to ensure that the grid is secure. Groups like the Electronic Security and Communications Corp.'s EMP task force are facilitating EMP research and information sharing within the industry and government.

"
Volkswagen Investigation May Lead to Shareholder Claims, Says Lampe -- Market Talk;"1159 GMT German prosecutors' investigations of former Volkswagen CEO Martin Winterkorn, as well as Herbert Diess, head of the Volkswagen passenger car brand, could become costly for the car maker, says Bankhaus Lampe. ""If the court found against either Winterkorn or (a second manager), further legal action and massive compensation claims from shareholders would be likely,"" says analyst Christian Ludwig. VW said the prosecutors' press release wouldn't cite any serious breaches of duty by the accused managers and it's recommendation to shareholder concerning approval of the supervisory and management board actions ""is based on information currently available."" Mr. Ludwig says ""Volkswagen referring to 'information currently available' when justifying its actions indicates that it may be looking for a backdoor already."" Has a hold rating. Shares flat at EUR124.75. (friedrich.geiger@wsj.com, @FGeiger_WSJ)

Contact us in London. +44-20-7842-9464

"
Do We Want Government to Suppress Debate?;"Regarding your editorial ""Two Can Play at Climate 'Fraud'"" (June 20: I hope that people of every political stripe now understand the danger of using the prosecutorial power of the state to punish those with whom we disagree. Decisions about how to address the effects of climate change should be settled after vigorous public debate, free of fear and intimidation. By using their subpoena power as a political cudgel, I fear some of my colleagues have gone a long way toward chilling that public debate, threatening our most cherished First Amendment rights.

Some of my colleagues correctly note that the First Amendment doesn't apply to fraud. But this isn't just any fraud investigation. Fraud is about intentionally lying to other people, earning their trust and then betraying that trust for pecuniary gain. It's not about choosing to invest in one energy source or another. It's certainly not about taking sides on a political issue.

"
U.S. Dollar to Rule Over Asian Peers: OCBC -- Market Talk;"0731 GMT [Dow Jones] The U.S. dollar is expected to remain dominant across Asia for sometime as global risk appetite slumps, OCBC's Treasury Research and Strategy unit says. ""With little in the way of macro underpinnings, expect the Asian units to also bear the brunt of the current episode of dollar resilience,"" its currency economist Emmanuel Ng tells The Wall Street Journal. His comments come as the U.K.'s votes in favor of leaving the European Union. Reacting to the referendum, the British pound Friday collapsed to its lowest levels since 1985, sending the U.S. dollar rocketing across the board. Singapore dollar is among the Asian currencies to have been affected the most. Ng adds that the U.S. dollar will witness a pullback as market digests the news but the greenback will still be strong. (saurabh.chaturvedi@wsj.com; @journosaurabh)

Editor: PJK

"
Health-care stocks rally as Medicare cost-cutting not triggered;"Health-care stocks rallied Wednesday after a government report said that Medicare cost-cutting measures will not be triggered this year. The S&P 500 Index's health-care sector rose 1% compared with the broader index's 0.3% gain. In particular, biotech stocks, seen as most sensitive to cost cuts, led heath-care gains with shares of Regeneron Pharmaceuticals Inc. (REGN) up 4%, and shares of Vertex Pharmaceuticals Inc. (VRTX)and Celgene Corp. (CELG) both up 3%. The iShares Basdaq Biotechnology Index ETF (IBB) rose 2%. The report from Medicare's board of trustees ([https://www.cms.gov/Research-Statistics-Data-and-Systems/Statistics-Trends-and-Reports/ReportsTrustFunds/Downloads/TR2016.pdf]) also said the Medicare's Hospital Insurance Trust Fund would run out in 2028, two years earlier than expected.

-Wallace Witkowski; 415-439-6400; AskNewswires@dowjones.com

"
No Memphis Blues for FedEx;"Sometimes the best defense is a good offense.

Shipping giant FedEx Corp. will test that truism on Tuesday, when it announces fiscal fourth-quarter results. Analyst consensus calls for sales of $12.7 billion and earnings per share of $3.28, according to FactSet.

"
Adobe Earnings Rise, but Yearly Outlook Remains Below Expectations;"Adobe Systems Inc. reported better-than-expected earnings for its latest quarter as subscription revenue climbed, but the company's full-year guidance disappointed investors.

The California company, known for its flash player used to view web content and for its publishing software Photoshop, has benefited from growing demand for digital media. Over the past 12 months, shares in Adobe have gained 25% through Tuesday's close.

"
Election 2016: Trump Questions Clinton's Faith;"Presumptive Republican nominee Donald Trump questioned Democrat Hillary Clinton's religious faith while affirming his own at a private gathering of hundreds of conservative evangelicals in New York on Tuesday.

Mr. Trump's overture to the religious right came one day after he fired his campaign manager and reported raising tens of millions of dollars less than Mrs. Clinton, heightening concerns in the GOP political establishment about his readiness for the general election.

"
Sterling Rises, Cost of Options Dip -- Brexit Market Talk;"0757 GMT Sterling gains Thursday on market optimism as voting gets underway in the U.K.'s referendum on EU membership. GBP/USD trades up 0.3% at $1.4764, having hit a 6.5 month peak of $1.4847 Wednesday. ""Markets show greater confidence that today's referendum will produce a 'remain' vote,"" RBC analysts say. This is reflected in GBP/USD one-month implied volatilites, a measure of options demand, which reveal a drop in the cost of protection against sharp sterling falls, even though it remains at very high levels. The one-month measure stands at 22.60, according to Reuters data, down from a high of 25.30 on Wednesday and well below last week's peak of 29.20. (jessica.fleetham@wsj.com)

Contact us in London. +44-20-7842-9464

"
Analysts' Enthusiasm for Tesla Cools;"Wall Street used to be crowded with cheerleaders for Tesla Motors Inc., but they are getting harder to find.

Analysts who had long praised the electric-car maker turned sour this week, after billionaire entrepreneur Elon Musk moved Tuesday to combine two of his companies by having Tesla buy SolarCity Corp. for up to $2.8 billion in stock.

"
State of Photography Explored at ICP Space;"Ninety feet of glass fronts the International Center of Photography's new exhibition space on the Bowery, allowing people to peer inside while also bouncing their own images back.

ICP's new downtown location opens on Thursday. Both the space and its debut show, ""Public, Private, Secret,"" reflect the center's effort to reposition itself as a sort of public commons for discussions about photography and visual culture.

"
